NAME,CPU %,MEM USAGE / LIMIT / MEM %,NET I/O,BLOCK I/O,STATUS,Date/Time
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.6MB / 166MB,154MB / 385kB,Up,2023-10-18 02:48:29.251944
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.1kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 02:48:29.251944
platform-dps-1,0.02%,39.53MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.3MB,Up,2023-10-18 02:48:29.251944
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.2MB / 82.2MB,104MB / 1.36GB,Up,2023-10-18 02:48:29.251944
ipsec-vpn-server,0.00%,9.668MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 02:48:29.251944
platform-nginx-1,0.02%,106.4MiB / 1.946GiB / 5.34%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 02:49:24.717911
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.6MB / 166MB,154MB / 385kB,Up,2023-10-18 02:49:24.717911
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.1kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 02:49:24.717911
platform-dps-1,0.01%,39.53MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.4MB,Up,2023-10-18 02:49:24.717911
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.2MB / 82.2MB,104MB / 1.36GB,Up,2023-10-18 02:49:24.717911
ipsec-vpn-server,0.00%,9.672MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 02:49:24.717911
platform-nginx-1,0.02%,105.7MiB / 1.946GiB / 5.30%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 02:56:05.408361
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.6MB / 166MB,154MB / 385kB,Up,2023-10-18 02:56:05.408361
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.1kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 02:56:05.408361
platform-dps-1,0.01%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.4MB,Up,2023-10-18 02:56:05.408361
postgres,0.84%,140.6MiB / 1.946GiB / 7.05%,67.2MB / 82.2MB,104MB / 1.36GB,Up,2023-10-18 02:56:05.408361
ipsec-vpn-server,0.00%,9.98MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 02:56:05.408361
platform-nginx-1,0.02%,105.7MiB / 1.946GiB / 5.30%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 02:56:36.515629
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.6MB / 166MB,154MB / 385kB,Up,2023-10-18 02:56:36.515629
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.1kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 02:56:36.515629
platform-dps-1,0.27%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.4MB,Up,2023-10-18 02:56:36.515629
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.2MB / 82.2MB,104MB / 1.36GB,Up,2023-10-18 02:56:36.515629
ipsec-vpn-server,0.00%,9.336MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 02:56:36.515629
platform-nginx-1,0.04%,105.7MiB / 1.946GiB / 5.30%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 02:58:29.252220
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.6MB / 166MB,154MB / 385kB,Up,2023-10-18 02:58:29.252220
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.1kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 02:58:29.252220
platform-dps-1,0.02%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.5MB,Up,2023-10-18 02:58:29.252220
postgres,0.02%,140.6MiB / 1.946GiB / 7.05%,67.2MB / 82.2MB,104MB / 1.37GB,Up,2023-10-18 02:58:29.252220
ipsec-vpn-server,0.00%,9.648MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 02:58:29.252220
platform-nginx-1,0.02%,105.8MiB / 1.946GiB / 5.31%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 02:59:24.718009
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.6MB / 166MB,154MB / 385kB,Up,2023-10-18 02:59:24.718009
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.1kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 02:59:24.718009
platform-dps-1,0.01%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.5MB,Up,2023-10-18 02:59:24.718009
postgres,0.01%,140.6MiB / 1.946GiB / 7.05%,67.2MB / 82.2MB,104MB / 1.37GB,Up,2023-10-18 02:59:24.718009
ipsec-vpn-server,0.00%,9.668MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 02:59:24.718009
platform-nginx-1,0.02%,105.9MiB / 1.946GiB / 5.32%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:06:05.407527
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.7MB / 166MB,154MB / 385kB,Up,2023-10-18 03:06:05.407527
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:06:05.407527
platform-dps-1,0.01%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.6MB,Up,2023-10-18 03:06:05.407527
postgres,0.95%,140.6MiB / 1.946GiB / 7.05%,67.3MB / 82.2MB,104MB / 1.37GB,Up,2023-10-18 03:06:05.407527
ipsec-vpn-server,0.00%,10.02MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:06:05.407527
platform-nginx-1,0.02%,106MiB / 1.946GiB / 5.32%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:06:36.515057
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.7MB / 166MB,154MB / 385kB,Up,2023-10-18 03:06:36.515057
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:06:36.515057
platform-dps-1,0.21%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.6MB,Up,2023-10-18 03:06:36.515057
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.3MB / 82.2MB,104MB / 1.37GB,Up,2023-10-18 03:06:36.515057
ipsec-vpn-server,0.00%,9.359MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:06:36.515057
platform-nginx-1,0.02%,106MiB / 1.946GiB / 5.32%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:08:29.252324
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.7MB / 166MB,154MB / 385kB,Up,2023-10-18 03:08:29.252324
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:08:29.252324
platform-dps-1,0.02%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.6MB,Up,2023-10-18 03:08:29.252324
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.3MB / 82.3MB,104MB / 1.37GB,Up,2023-10-18 03:08:29.252324
ipsec-vpn-server,0.00%,9.703MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:08:29.252324
platform-nginx-1,0.02%,106MiB / 1.946GiB / 5.32%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:09:24.717991
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.7MB / 166MB,154MB / 385kB,Up,2023-10-18 03:09:24.717991
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:09:24.717991
platform-dps-1,0.01%,39.54MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.6MB,Up,2023-10-18 03:09:24.717991
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.3MB / 82.3MB,104MB / 1.37GB,Up,2023-10-18 03:09:24.717991
ipsec-vpn-server,0.00%,9.688MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:09:24.717991
platform-nginx-1,0.03%,106.2MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:16:05.408686
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.7MB / 166MB,154MB / 385kB,Up,2023-10-18 03:16:05.408686
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.4kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:16:05.408686
platform-dps-1,0.01%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.7MB,Up,2023-10-18 03:16:05.408686
postgres,0.79%,140.6MiB / 1.946GiB / 7.05%,67.3MB / 82.3MB,104MB / 1.37GB,Up,2023-10-18 03:16:05.408686
ipsec-vpn-server,0.00%,10.02MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:16:05.408686
platform-nginx-1,0.02%,106.2MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:16:36.515751
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.7MB / 166MB,154MB / 385kB,Up,2023-10-18 03:16:36.515751
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.4kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:16:36.515751
platform-dps-1,0.25%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.7MB,Up,2023-10-18 03:16:36.515751
postgres,0.78%,140.6MiB / 1.946GiB / 7.05%,67.3MB / 82.3MB,104MB / 1.37GB,Up,2023-10-18 03:16:36.515751
ipsec-vpn-server,0.00%,9.332MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:16:36.515751
platform-nginx-1,0.02%,106.3MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:18:29.251808
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.8MB / 166MB,154MB / 385kB,Up,2023-10-18 03:18:29.251808
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.4kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:18:29.251808
platform-dps-1,0.02%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.7MB,Up,2023-10-18 03:18:29.251808
postgres,0.01%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.3MB,104MB / 1.37GB,Up,2023-10-18 03:18:29.251808
ipsec-vpn-server,0.00%,9.676MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:18:29.251808
platform-nginx-1,0.02%,106.3MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:19:24.717888
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.8MB / 166MB,154MB / 385kB,Up,2023-10-18 03:19:24.717888
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.4kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:19:24.717888
platform-dps-1,0.02%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.7MB,Up,2023-10-18 03:19:24.717888
postgres,0.01%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.3MB,104MB / 1.37GB,Up,2023-10-18 03:19:24.717888
ipsec-vpn-server,0.00%,9.703MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:19:24.717888
platform-nginx-1,0.03%,105.7MiB / 1.946GiB / 5.30%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:26:05.407590
odoo,0.13%,255.5MiB / 1.946GiB / 12.82%,89.8MB / 166MB,154MB / 385kB,Up,2023-10-18 03:26:05.407590
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.4kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:26:05.407590
platform-dps-1,0.01%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.8MB,Up,2023-10-18 03:26:05.407590
postgres,0.19%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.4MB,104MB / 1.37GB,Up,2023-10-18 03:26:05.407590
ipsec-vpn-server,0.00%,10.03MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:26:05.407590
platform-nginx-1,0.02%,105.7MiB / 1.946GiB / 5.31%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:26:36.515416
odoo,0.03%,255.5MiB / 1.946GiB / 12.82%,89.8MB / 166MB,154MB / 385kB,Up,2023-10-18 03:26:36.515416
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.4kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:26:36.515416
platform-dps-1,0.01%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.8MB,Up,2023-10-18 03:26:36.515416
postgres,0.81%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.4MB,104MB / 1.37GB,Up,2023-10-18 03:26:36.515416
ipsec-vpn-server,0.00%,9.336MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:26:36.515416
platform-nginx-1,0.02%,105.8MiB / 1.946GiB / 5.31%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:28:29.251784
odoo,0.06%,255.5MiB / 1.946GiB / 12.82%,89.8MB / 166MB,154MB / 385kB,Up,2023-10-18 03:28:29.251784
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:28:29.251784
platform-dps-1,0.02%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.8MB,Up,2023-10-18 03:28:29.251784
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.4MB,104MB / 1.37GB,Up,2023-10-18 03:28:29.251784
ipsec-vpn-server,0.00%,9.637MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:28:29.251784
platform-nginx-1,0.02%,105.8MiB / 1.946GiB / 5.31%,125MB / 103MB,94.1MB / 58.5MB,Up,2023-10-18 03:29:24.718002
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.9MB / 166MB,154MB / 385kB,Up,2023-10-18 03:29:24.718002
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:29:24.718002
platform-dps-1,0.01%,39.55MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.8MB,Up,2023-10-18 03:29:24.718002
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.4MB,104MB / 1.37GB,Up,2023-10-18 03:29:24.718002
ipsec-vpn-server,0.00%,9.641MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:29:24.718002
platform-nginx-1,0.02%,106.3MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:36:05.408987
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.9MB / 166MB,154MB / 385kB,Up,2023-10-18 03:36:05.408987
platform-pgadmin-1,0.06%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:36:05.408987
platform-dps-1,0.01%,39.56MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.9MB,Up,2023-10-18 03:36:05.408987
postgres,0.02%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.4MB,104MB / 1.38GB,Up,2023-10-18 03:36:05.408987
ipsec-vpn-server,0.00%,9.988MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:36:05.408987
platform-nginx-1,0.02%,106.3MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:36:36.519719
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.9MB / 166MB,154MB / 385kB,Up,2023-10-18 03:36:36.519719
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:36:36.519719
platform-dps-1,0.01%,39.56MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 56.9MB,Up,2023-10-18 03:36:36.519719
postgres,0.63%,140.6MiB / 1.946GiB / 7.05%,67.4MB / 82.4MB,104MB / 1.38GB,Up,2023-10-18 03:36:36.519719
ipsec-vpn-server,0.00%,9.332MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:36:36.519719
platform-nginx-1,0.02%,105.7MiB / 1.946GiB / 5.30%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:38:29.251746
odoo,0.07%,255.5MiB / 1.946GiB / 12.82%,89.9MB / 166MB,154MB / 385kB,Up,2023-10-18 03:38:29.251746
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:38:29.251746
platform-dps-1,0.02%,39.56MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 57MB,Up,2023-10-18 03:38:29.251746
postgres,0.01%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.4MB,104MB / 1.38GB,Up,2023-10-18 03:38:29.251746
ipsec-vpn-server,0.00%,9.66MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:38:29.251746
platform-nginx-1,0.02%,105.7MiB / 1.946GiB / 5.30%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:39:24.722844
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.9MB / 166MB,154MB / 385kB,Up,2023-10-18 03:39:24.722844
platform-pgadmin-1,0.05%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:39:24.722844
platform-dps-1,0.01%,39.56MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 57MB,Up,2023-10-18 03:39:24.722844
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.4MB,104MB / 1.38GB,Up,2023-10-18 03:39:24.722844
ipsec-vpn-server,0.00%,9.672MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:39:24.722844
platform-nginx-1,0.02%,105.9MiB / 1.946GiB / 5.31%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:46:05.408261
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.9MB / 166MB,154MB / 385kB,Up,2023-10-18 03:46:05.408261
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:46:05.408261
platform-dps-1,0.01%,39.56MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.1MB,Up,2023-10-18 03:46:05.408261
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.4MB,104MB / 1.38GB,Up,2023-10-18 03:46:05.408261
ipsec-vpn-server,0.00%,10MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:46:05.408261
platform-nginx-1,0.02%,105.9MiB / 1.946GiB / 5.31%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:46:36.515463
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,89.9MB / 166MB,154MB / 385kB,Up,2023-10-18 03:46:36.515463
platform-pgadmin-1,0.03%,117MiB / 1.946GiB / 5.87%,53.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:46:36.515463
platform-dps-1,0.01%,39.56MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.1MB,Up,2023-10-18 03:46:36.515463
postgres,0.67%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.4MB,104MB / 1.38GB,Up,2023-10-18 03:46:36.515463
ipsec-vpn-server,0.00%,9.359MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:46:36.515463
platform-nginx-1,0.02%,106MiB / 1.946GiB / 5.32%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:48:29.252104
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,90MB / 166MB,154MB / 385kB,Up,2023-10-18 03:48:29.252104
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.8kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:48:29.252104
platform-dps-1,0.02%,39.57MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.1MB,Up,2023-10-18 03:48:29.252104
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.5MB,104MB / 1.38GB,Up,2023-10-18 03:48:29.252104
ipsec-vpn-server,0.00%,9.672MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:48:29.252104
platform-nginx-1,0.02%,106MiB / 1.946GiB / 5.32%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:49:24.718048
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,90MB / 166MB,154MB / 385kB,Up,2023-10-18 03:49:24.718048
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.8kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:49:24.718048
platform-dps-1,0.01%,39.57MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.1MB,Up,2023-10-18 03:49:24.718048
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.5MB,104MB / 1.38GB,Up,2023-10-18 03:49:24.718048
ipsec-vpn-server,0.00%,9.668MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:49:24.718048
platform-nginx-1,0.02%,106.2MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:56:05.408051
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,90MB / 166MB,154MB / 385kB,Up,2023-10-18 03:56:05.408051
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.8kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:56:05.408051
platform-dps-1,0.01%,39.57MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.2MB,Up,2023-10-18 03:56:05.408051
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.5MB,104MB / 1.38GB,Up,2023-10-18 03:56:05.408051
ipsec-vpn-server,0.00%,9.977MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:56:05.408051
platform-nginx-1,0.02%,106.2MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:56:36.515455
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,90MB / 166MB,154MB / 385kB,Up,2023-10-18 03:56:36.515455
platform-pgadmin-1,0.08%,117MiB / 1.946GiB / 5.87%,53.8kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:56:36.515455
platform-dps-1,0.01%,39.57MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.2MB,Up,2023-10-18 03:56:36.515455
postgres,0.01%,140.6MiB / 1.946GiB / 7.05%,67.5MB / 82.5MB,104MB / 1.38GB,Up,2023-10-18 03:56:36.515455
ipsec-vpn-server,0.00%,9.355MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:56:36.515455
platform-nginx-1,0.02%,106.3MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:58:29.252147
odoo,0.03%,255.5MiB / 1.946GiB / 12.82%,90MB / 166MB,154MB / 385kB,Up,2023-10-18 03:58:29.252147
platform-pgadmin-1,0.06%,117MiB / 1.946GiB / 5.87%,53.8kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:58:29.252147
platform-dps-1,0.02%,39.57MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.2MB,Up,2023-10-18 03:58:29.252147
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.6MB / 82.5MB,104MB / 1.38GB,Up,2023-10-18 03:58:29.252147
ipsec-vpn-server,0.00%,9.676MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:58:29.252147
platform-nginx-1,0.02%,106.3MiB / 1.946GiB / 5.33%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 03:59:24.718080
odoo,0.13%,255.5MiB / 1.946GiB / 12.82%,90MB / 166MB,154MB / 385kB,Up,2023-10-18 03:59:24.718080
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,53.8kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 03:59:24.718080
platform-dps-1,0.01%,39.57MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.2MB,Up,2023-10-18 03:59:24.718080
postgres,0.14%,140.6MiB / 1.946GiB / 7.05%,67.6MB / 82.5MB,104MB / 1.38GB,Up,2023-10-18 03:59:24.718080
ipsec-vpn-server,0.00%,9.68MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 03:59:24.718080
platform-nginx-1,0.02%,105.6MiB / 1.946GiB / 5.30%,125MB / 103MB,94.1MB / 58.6MB,Up,2023-10-18 04:06:05.408129
odoo,0.02%,255.5MiB / 1.946GiB / 12.82%,90MB / 166MB,154MB / 385kB,Up,2023-10-18 04:06:05.408129
platform-pgadmin-1,0.05%,117MiB / 1.946GiB / 5.87%,53.9kB / 579kB,11.3MB / 12.4MB,Up,2023-10-18 04:06:05.408129
platform-dps-1,0.01%,39.57MiB / 1.946GiB / 1.99%,1.19MB / 1.2MB,34MB / 57.3MB,Up,2023-10-18 04:06:05.408129
postgres,0.00%,140.6MiB / 1.946GiB / 7.05%,67.6MB / 82.5MB,104MB / 1.38GB,Up,2023-10-18 04:06:05.408129
ipsec-vpn-server,0.00%,10MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-18 04:06:05.408129
